sentence	paragraph	Alatopiikki	kommentti	textid	indicatorword	indicator.deprel	headverb_lemma	headverb_person	words_total	kokoteksti
Kaikkein vaikein asia oli asunnon löytäminen.	Kaikkein vaikein asia oli asunnon löytäminen. Ajattelimme, että olisi kiva asua yhdessä sekä seuran että rahan vuoksi. Tuohon aikaan Maastrichtissa oli tosi huono asuntotilanne, joten asunnon löytäminen oli vaikeaa. Kaiken lisäksi asunnot olivat yllättävän kalliita. Harvoin löysi hyvällä paikalla olevaa asuntoa, joka oli alle 500 euroa per naama. Opiskelijoille tarkoitettu asuntola oli täynnä ja monet yksityiset asunnonomistajat eivät ottaneet opiskelijoita. Lopulta löysimme täydellisen asunnon (400e/kk/hlö), mutta ongelmana oli, että sen pystyi vuokraamaan vasta kolme viikkoa sen jälkeen, kun olimme saapuneet Maastrichtiin. Ratkaisimme tämän vuokraamalla airBnB:n kautta pienen kaksion kolmeksi viikoksi aivan Maastrichtin keskustasta. Tämäkin sujui yllättävän hyvin, mutta toki oli todella kiva muuttaa isompaan asuntoon Sint Pietersbergin kaupunginosaan. Sint Pietersberg oli todella kaunista ja turvallisen oloista seutua eikä matka (2,5 km) kouluunkaan ollut paha pyörällä. Itse asunto oli juuri rempattu ja muutenkin tosi siistissä kunnossa. Olisimme ehkä säästyneet tältä asuntosäädöltä, jos olisimme aloittaneet asunnon etsimisen aikaisemmin. Eli kannattaa aloittaa heti tammikuussa haravoimaan vaihtoehtoja!			22	asunto	nmod:gobj	löytää	--	156	https://puolukka.uta.fi/jhout/analyzer/index.php?id=22
Asunnon saaminen Uppsalassa ei ole itsestäänselvyys, joten kannattaa ottaa asunto, jota yliopisto tarjoaa.	Asunnon saaminen Uppsalassa ei ole itsestäänselvyys, joten kannattaa ottaa asunto, jota yliopisto tarjoaa. Flogsta on legendaarinen opiskelijakylä, jossa on bileitä melkein joka ilta. Itselleni se olisi ollut hieman liikaa, joten viihdyin Kantorsgatanin huomattavasti rauhallisemmassa opiskelijakylässä. Oli kiva saada nukkua yönsä rauhassa ja viettää rauhallista koti-iltaa, jos siltä tuntui. Flogstaan oli vain viiden kilometrin matka, joten sinne pääsi kyllä bilettämään aina halutessaan.			595	asunto	nmod:gobj	itsestäänselvyys	--	61	https://puolukka.uta.fi/jhout/analyzer/index.php?id=595
Myös asunnon hankkiminen sujui minun kohdallani kivuttomasti, sillä eräällä tuttavallani on yksiö Berliinissä, ja hän vuokrasi asuntonsa minulle.	Myös asunnon hankkiminen sujui minun kohdallani kivuttomasti, sillä eräällä tuttavallani on yksiö Berliinissä, ja hän vuokrasi asuntonsa minulle. Asunto sijaitsi rauhallisella alueella ja hyvien kulkuyhteyksien päässä Länsi-Berliinissä, ja se oli hyvässä kunnossa sekä edullinen. Plussaa oli lisäksi se, että asunto oli täysin kalustettu ja varustettu, joten matkalaukkuun ei tarvinnut yrittää sulloa edes pyyhkeitä tai lakanoita. Jos joku tätä matkakertomusta lukeva on asunnon tarpeessa Berliinistä, voi ottaa minuun yhteyttä, ja minä voin välittää yhteystietoja puolin ja toisin.			632	asunto	nmod:gobj	sujua	Sing.3	76	https://puolukka.uta.fi/jhout/analyzer/index.php?id=632
Yksi ainoista päänvaivaa tuottaneista asioista vaihdon aikana oli vaihdon alussa tammikuussa asunnon löytäminen, sillä se vei minulta aikaa melkein kaksi viikkoa ja jouduinkin asumaan hostellissa tuon ajan.	Yksi ainoista päänvaivaa tuottaneista asioista vaihdon aikana oli vaihdon alussa tammikuussa asunnon löytäminen, sillä se vei minulta aikaa melkein kaksi viikkoa ja jouduinkin asumaan hostellissa tuon ajan. Yritin etsiä asuntoa jo ennen vaihtoa kyselemällä yliopistosta, mutta sieltä ei juuri autettu. En myöskään hakenut opiskelijoiden dormiin Bezigradiin tai Rozna Dolinaan, vaan päätin hankkia asunnon yksityisiltä asunnonvälittäjiltä. Vaatimuksenani oli oma huone jaetussa huoneistossa, ja kävin katsomassa muutamaa huonetta, ennen kuin tärppäsi. Löysin asunnon vaihtarikaverini kautta, joka asui samassa asunnossa lopulta kuin minä ja vinkkasi minulle vapaana olevasta huoneesta. Olin iloinen, että menin juuri tähän asuntoon, sillä minulla oli maailman ihanimmat kämppikset: saksalainen vaihtari, yksi slovenialainen miesopiskelija sekä kaksi slovenialaista naisopiskelijaa. Oli hienoa tutustua myös slovenialaisiin opiskelijoihin! Huoneeni maksoi 220 euroa, mutta kooltaan se oli hyvin pieni. Vuokrataso Ljubljanassa on suhteellisen halpa: oman huoneen voi löytää noin 200-300 eurolla, soluasunnot ovat sitäkin huomattavasti halvempia. Vinkkini asunnon etsimiseen on se, että sen hankintaan kannattaa varata aikaa, mutta asunto löytyy varmasti myös paikan päältä. Hyvä puoli oli se, että hostellit Ljubljanassa eivät ole kalliita.			717	asunto	nmod:gobj	olla	Sing.3	169	https://puolukka.uta.fi/jhout/analyzer/index.php?id=717
Asunnon saaminen Krakovasta syyslukukaudeksi osoittautui erittäin helpoksi.	Asunnon saaminen Krakovasta syyslukukaudeksi osoittautui erittäin helpoksi. Tarjontaa oli todella paljon, etenkin kun monet turisteille asuntoja vuokraavat firmat vuokraavat samoja asuntoja talvikauden ajaksi opiskelijoille. Hinnat näissä asunnoissa ovat tosin Puolan hintatasoon verrattuna korkeat, vaikkakin silti Suomen vuokriin nähden edulliset. Noin 300 eurolla per kuukausi (1250 zlotylla) saa jo helposti suuren huoneen hyvin varustellusta asunnosta keskeltä kaupunkia, ja jos on valmis tinkimään sijainnista edes hieman, tippuvat hinnat nopeasti jo 200 euroon (800 zlotyyn) ja sen alle.  Itse asuin syyslukukauden aivan vanhan kaupungin reunalla, Planty-puiston vieressä isossa ja avarassa asunnossa kolmen muun Erasmus-opiskelijan kanssa. Asunnon löysin Erasmus-opiskelijoille asuntoja välittävän firman sivuilta ja yhteydenpito heidän kanssaan oli alusta asti hyvin helppoa. Kevätlukukaudeksi asunto ei ollut enää saatavilla ja asuntotilanne oli muutenkin selvästi heikompi kuin syksyllä. Lopulta erään vaihtarien Facebook-ryhmän kautta löysin yksityisen henkilön vuokraaman asunnon aivan keskeltä kaupunkia, johon lopulta muutimmekin yhden vanhan kämppikseni ja yhden uuden kämppiksen kanssa. Pääkadun varrella asumisessa hauskana bonuksena tuli katua pitkin lähes viikoittain kulkevat paraatit, mielenosoitukset ja mm. Krakovan maraton, joita saimme kämppiksieni kanssa seurata aitiopaikoilta.			494	asunto	nmod:gobj	osoittautua	Sing.3	5	https://puolukka.uta.fi/jhout/analyzer/index.php?id=494
Asunnon hakeminen oli todella helppoa.	Asunnon hakeminen oli todella helppoa. Kehotan JKU:n hakijoita tekemään hakemuksensa mahdollisimman nopeasti, sillä asunnot jaetaan hakemusten vastaanottojärjestyksessä. Tein oman hakemukseni marraskuun alussa, pari viikkoa hakuajan alkamisen jälkeen ja sain asunnon, jonka olin kolmen valintani joukossa asettanut ensimmäiselle sijalle: yksiön omalla keittiöllä haluamastani asuntolasta. Marraskuun lopulla takarajan tuntumassa hakemuksensa jättäneet eivät olleet yhtä tyytyväisiä. JKU:n kansainvälisen toimiston ihmiset kertoivat rehkineensä tosissaan, jotta kaikki saivat katon päänsä päälle.			292	asunto	nmod:gobj	helppo	--	66	https://puolukka.uta.fi/jhout/analyzer/index.php?id=292
Kesäkuun alussa sain Englannista sähköpostia asunnon hankkimiseen liittyen.	Kesäkuun alussa sain Englannista sähköpostia asunnon hankkimiseen liittyen. Loughborough’n yliopistolla on kätevä verkkopalvelin, jossa voi selailla kampuksen eri asuntoloita, lukea opiskelijoiden kommentteja niistä sekä lopuksi valita kaavakkeen avulla, minne haluaisi muuttaa asumaan. Jos yliopiston asuntolat eivät innosta, kaupungissa on yllin kyllin yksityisten vuokraajien kimppa-asuntoja tarjolla. Yksityiseltä vuokrattaessa kannattaa kuitenkin tarkistaa, mitä kaikkea vuokraan sisältyy. Englantilaiset talot pitävät lämpöä huonosti, joten lämmitysmaksut saattavat etenkin talvella nousta pilviin. Tästä syystä yksityisasunnot saattavat ainakin aluksi vaikuttaa halvemmilta, vaikka totuus on toinen.			135	asunto	nmod:gobj	saada	Sing.1	79	https://puolukka.uta.fi/jhout/analyzer/index.php?id=135
Sitten asunnon hankkiminen.	Sitten asunnon hankkiminen. Hakuvaiheessa kannattaa ilmoittautua UO:n host family ohjelmaan. Tämä tarkoittaa että saapuessasi Eugeneen vastassa on paikallinen isäntäperhe joka omassa tapauksessani tarjosi ensimmäisen viikon asumisen ja suuren osan ylläpidosta + asiaan kuuluvat kiertoajelut Eugenessa ja lähiseuduilla. Samalla isäntäperhe avusti asunnon etsimisessä ja tarjoutui jopa kyyditsemään asuntoesittelyihin. Asuntoa voi toki etukäteen säätää esim. craigslistin kautta, tarjontaa on Eugenessa melkeinpä rajattomasti. Ongelmaksi tässä tulee se, että asuntojen hinta-laatusuhde on kaikkea mahdollista maan ja taivaan väliltä, enkä itse suosittele kirjoittamaan vuokrasopimusta ennen kuin olet itse käynyt asunnon paikan päällä toteamassa. Useammassakin esittelyssä vastaan tuli tilanne jossa tupakan, homeen ja hien hajuisista asunnoista/huoneista pyydettiin 500-600 euroa kuukaudelta, mikä nyt on ihan heittämällä ylihintaa ala-arvoiseen laatuun nähden. Asuntoa hakiessa kannattaa ottaa myös selvää takuuvuokran suuruudesta ja ennen kaikkea siitä, pitääkö vuokrahinta sisällään jätehuoltoa, sähköä, vettä ja internettiä, jotka usein rahastetaan erikseen. Ja ellet aio ostaa autoa, on syytä tarkastaa myös koulumatkan pituus. Mahdollisuutena on myös asua kampuksella mikä omasta mielestäni vaikutti kuitenkin suhteettoman kalliilta ja kampus itsessään hieman liian valvotulta ja säädellyltä alueelta asua.			860	asunto	nmod:gobj			43	https://puolukka.uta.fi/jhout/analyzer/index.php?id=860
Asunnon saamisen hankaluudesta Trondheimissa oli jo etukäteen varoiteltu, joten en sinänsä yllättynyt, kun sain heinäkuussa kielteisen päätöksen hakemuksestani paikallisen opiskelijajärjestön SiT:n asuntoihin.	Asunnon saamisen hankaluudesta Trondheimissa oli jo etukäteen varoiteltu, joten en sinänsä yllättynyt, kun sain heinäkuussa kielteisen päätöksen hakemuksestani paikallisen opiskelijajärjestön SiT:n asuntoihin. Asunnon saaminen aiheuttikin pientä päänvaivaa, sillä norjankielisten yksityisten asuntoilmoitusten selailu paikalliselta tori.fi (finn.no) -sivustolta ja lukuisat kielteiset vastaukset saivat stressitason hiljalleen matkan lähestyessä kasvamaan. Alennettua hotelliasumista tarjottiin ensimmäisille viikoille niille, jotka eivät onnistuneet saamaan asuntoa ennen Trondheimiin tuloaan. Tieto tästä helpotti jo paljon, ja edellisellä viikolla ennen lähtöäni onnistuin saamaan myös soluasunnon vuosi aikaisemmin valmistuneesta yksityisestä opiskelijakylästä Camp Trondheimista noin 3-4 kilometriä yliopistokampukseltani. Vaikka asunto olikin hintava, oli se myös hyvin varusteltu, erittäin siisti ja hieno viidennen kerroksen vuononäkymineen.			474	asunto	nmod:gobj	varoitella	--	103	https://puolukka.uta.fi/jhout/analyzer/index.php?id=474
Asunnon hakeminen oli naurettavan helppoa parin rasti ruutuun – sivun täyttämisen ansiosta.	Asunnon hakeminen oli naurettavan helppoa parin rasti ruutuun – sivun täyttämisen ansiosta. Suurin osa opiskelija-asunnoista on vaihtareille tarjolla Esch-sur-Alzetessa, josta on muutamien kilometrien matka Belvalin kampukselle, johon kaikki aineet on pikku hiljaa ilmeisesti siirtymässä. Busseilla, junalla ja pyörällä yliopistolle pääsee kätevästi 15 – 30 minuutissa. Luxiin junamatka kestää 25 minuuttia. Suosittelen ehdottomasti opiskelijaresidenssiin muuttamista, sillä siellä tutustuu parhaiten ja suurin osa bileistä pidetään kuitenkin isommissa residensseissä. Itselläni kävi harmin paikka kun muutin 12 hengen kolmikerroksiseen taloon eikä mulle osunut yhtään kämppistä ennen huhtikuuta. Oma aktiivisuus siis korostui aika runsaasti, muilla kun seuraa riitti ihan vaan keittiöön menemällä.			455	asunto	nmod:gobj	rastia	Sing.3	96	https://puolukka.uta.fi/jhout/analyzer/index.php?id=455
ISEP:n sopimuksen mukaan vaihtomaksuun kuuluu asunto sekä Meal Plan, joten asunto oli valmiina kun saavuin paikalle.	ISEP:n sopimuksen mukaan vaihtomaksuun kuuluu asunto sekä Meal Plan, joten asunto oli valmiina kun saavuin paikalle. Asuin viiden muun tytön kanssa Suomen soluja muistuttavassa asunnossa. Kaikilla vaihtareilla oli omissa asunnoissaan omat huoneet, mikä osoittautuikin hyväksi, sillä välillä omaa rauhaa kyllä kaipasi. Paikallisilla saattoi olla double room, eli kaksi opiskelijaa saattoi asua samassa huoneessa.			369	asunto	nsubj	kuulua	Sing.3	53	https://puolukka.uta.fi/jhout/analyzer/index.php?id=369
Lähtiessäni Berliiniä kohti, minulla ei ollut pysyvää asuntoa tiedossa, mutta kuitenkin huone seuraavaksi kahdeksi viikoksi.	Lähtiessäni Berliiniä kohti, minulla ei ollut pysyvää asuntoa tiedossa, mutta kuitenkin huone seuraavaksi kahdeksi viikoksi. Liityin lisäksi Facebookissa erilaisiin asunnonetsintäryhmiin ja kuulin, että paikan päällä etsintä voisi olla helpompaa. Berliinin vuokrataso yleisesti on varsin maltillinen, jopa halpa suurkaupungiksi, vaikka vuokrat ovatkin viimevuosina olleet nousussa. Kaupungin julkinen liikenneverkosto on myös varsin kattava ja toimiva, mutta matka kaupungin toiselta laidalta toiselle puolelle voi helposti venyä reilusti yli tunnin pituiseksi, mikä kannattaa huomioida, jos ei halua istua julkisissa useita tunteja päivästä.  Lopulta asuntoasiakin kääntyi parhain päin, sillä sain jäädä samaan huoneeseen, jossa olin viettänyt ensimmäiset kaksi viikkoa, koko harjoittelun ajaksi. Toinen vuokralaisista oli suunnitellut vuokraavansa aluksi kaksi huonetta, mutta tyytyikin sitten vain yhteen. Minulle tämä oli onnenpotku, sillä asunto sijaitsi todella lähellä museota (n.2km) ja pieni, mutta viihtyisä, huone oli Berliininkin hintaluokassa erittäin edullinen (200e/kk).			606	asunto	nsubj	olla	--	133	https://puolukka.uta.fi/jhout/analyzer/index.php?id=606
Asuminen järjestyy varsin kivuttomasti ja suhteellisen edullisesti kampuksella sijaitsevasta asuntolasta.	"Asuminen järjestyy varsin kivuttomasti ja suhteellisen edullisesti kampuksella sijaitsevasta asuntolasta. Sääntöjä toki asuntolassa riittää, mutta vaihto-opiskelijoille ne eivät tuntuneet pätevän ihan samalla laajuudella kuin korealaisille opiskelijoille. Asuntolan yhteydessä sijaitsee myös ruokala, jossa voi enemmän tai vähemmän edullisesti nauttia aamiaista ja illallista. Henkilökohtaisesti en suosittele kyseisen ruokalan antimia, joita voi kyllä käydä myös myöhemmin nautiskelemassa erillishintaan, vaikka ei ""ruokasuunnitelmaa"" asunnon yhteydessä ottaisikaan."			441	asua	nsubj	järjestyä	Sing.3	61	https://puolukka.uta.fi/jhout/analyzer/index.php?id=441
Asuminen tapahtui kampuksella asuntoloissa kahden henkilön huoneissa.	"Asuminen tapahtui kampuksella asuntoloissa kahden henkilön huoneissa. Huonekaverin sai valita online-järjestelmässä luotujen profiilien perusteella. Itse tykkäsin myös jutella Facebookissa huonekaverini kanssa etukäteen. Halusin varmistaa, että tulisimme toimeen, koska yhteinen huone on melko pieni ja se on oma ""koti"" seuraavat 4 kuukautta. Huoneen vuokra sisältyi ISEP:ille maksettuun ohjelmamaksuun."			863	asua	nsubj	tapahtua	Sing.3	47	https://puolukka.uta.fi/jhout/analyzer/index.php?id=863
Saapuessani Varsovaan minulla oli onneksi jo asunto tiedossa.	Saapuessani Varsovaan minulla oli onneksi jo asunto tiedossa. Kaikkein tehokkain kanava on etsiä asuntoja yliopiston vaihto-opiskelijoiden Facebook-ryhmästä (linkit ryhmiin tulevan IRO:n sähköposteissa). Siellä monet Varsovasta lähtevät tarjoavat kämppiään uusille vaihtareille. Ilman kämppää olevan kannattaa majoittua Oki Doki –hostelliin, jossa on lukukausien alkaessa todella paljon vaihtareita. Sieltä löytyy varmasti porukkaa kimppakämppään.			498	asunto	nsubj	olla	Sing.3	50	https://puolukka.uta.fi/jhout/analyzer/index.php?id=498
CROUS:lla on Rennesissä kaksi opiskelija-asuntolaa, Sévigné ja Patton, joista yleensä vaihtareille tarjotaan paikkoja.	CROUS:lla on Rennesissä kaksi opiskelija-asuntolaa, Sévigné ja Patton, joista yleensä vaihtareille tarjotaan paikkoja. Itselläni kävi tuuri ja pääsin ensimmäiseen, joka sijaitsi huomattavasti paremmalla paikalla lähempänä keskustaa ja yliopistoa, ja jonka huoneet olivat myös hieman suurempia kuin Pattonissa. Vuokra oli noin 250e ja siihen sisältyi myös langaton netti, joka toimi kiitettävästi. Itse majoituin suhteellisen uudessa rakennuksessa varsinaisen päärakennuksen takana, ja siellä huoneet olivat melko nykyaikaiset (jääkaappi, oma suihku/wc, työpöytä, sänky) ja ennen kaikkea siistit. Ainut miinus oli, että huoneeseen sai itse hankkia aivan kaiken täkistä ja tyynystä alkaen sekä kaikki keittövälineet. Ilmeisesti Zephyrillä olisi ollut antaa joitakin aiempien vaihtareiden jättämiä tavaroita, mutta meitä ei oikeastaan tästä kukaan infonnut ennen kuin vasta myöhemmin. Niille, jotka eivät asuntolapaikkaa saaneet, Zephyr auttoi hankkimaan kimppa-asuntoja muuta kautta ja muutama vaihtari majoittui jopa perheissä.			559	opiskelija-asuntola	nsubj	olla	Sing.3	129	https://puolukka.uta.fi/jhout/analyzer/index.php?id=559
Ennen lähtöäni luin monesta paikasta, että asunto kannattaisi ehdottomasti hankkia vasta paikanpäällä.	Ennen lähtöäni luin monesta paikasta, että asunto kannattaisi ehdottomasti hankkia vasta paikanpäällä. Monissa kertomuksissa varoiteltiin erityisesti sitä että asunnot tai huoneet eivät ole aina ihan samanlaisia kuin ne kuvissa näyttävät. Tästä syystä päätin vuokrata huoneen vasta paikanpäälle saavuttuani. Jälkeenpäin ajateltuna olisin ehkä tehnyt toisin. Asunnottomuus oli aika stressaavaa ja ensimmäisinä päivinä käytin asunnon etsimiseen paljon aikaa. Toinen syy miksi olisin hankkinut asunnon jo etukäteen on se, että kahden suuren ja muutamien pienemmän yliopiston Barcelonaan tulee syksyllä todella paljon vaihto-opiskelijoita ja muitakin uusia opiskelijoita, joten kilpailu asunnoista on todella kovaa. Huoneita kaupungissa on kuitenkin tarjolla riittämiin, mutta parhaimmat menivät todella nopeasti. Vuokrataso oli kaupungissa mielestäni todella vaihteleva, taso ei välttämättä aina vaihdellut alueen mukaan, vaan sen mukaan mitä vuokranantaja siitä keksi pyytää. Itse otin asunnon asunnonvälitysfirman kautta, koska tämä tuntui kaikista luotettavimmalta vaihtoehdolta. Vuokra pikkuruisesta huoneestani oli kuitenkin aika korkea ja monet yksityiseltä asuntonsa hankkineet asuivat samantasoisissa asunnoissa paljon halvemmalla. Toki myös asuntoja tarjoavien yritysten kautta oli mahdollista löytää kiva ja halpa huone/asunto, mutta kuten mainittua, kilpailu oli kovaa erityisesti syyskuun alussa milloin itse saavuin Barcelonaan. Yksityisellä puolella ei ollut harvinaista ettei vuokrasopimuksia ollut ollenkaan, mikä mahdollisti joustavuuden molemmille tahoille – niin hyvässä kuin pahassa. Asuntoa hankkiessa myös paikallisen ESN-sivuston Facebook-ryhmä voi olla hyvä apuväline.			200	asunto	nsubj	lukea	Sing.1	204	https://puolukka.uta.fi/jhout/analyzer/index.php?id=200
